id,age,job,marital,education,balance,housing,loan,contact
548,45,blue-collar,married,secondary,82,yes,no,unknown
549,36,self-employed,married,tertiary,107,yes,no,unknown
550,56,services,married,secondary,473,yes,no,unknown
551,42,services,divorced,secondary,372,yes,yes,unknown
552,30,admin.,married,secondary,46,yes,no,unknown
553,30,student,single,tertiary,34,yes,no,unknown
554,47,self-employed,married,unknown,935,yes,no,unknown
555,33,blue-collar,married,secondary,-10,yes,no,unknown
556,36,admin.,married,secondary,-106,yes,no,unknown
557,39,services,divorced,primary,471,yes,no,unknown
558,56,admin.,divorced,secondary,778,yes,no,unknown
559,39,blue-collar,divorced,unknown,170,yes,no,unknown
560,42,technician,married,secondary,315,yes,no,unknown
561,52,blue-collar,married,secondary,3165,no,no,unknown
562,36,admin.,divorced,secondary,131,yes,no,unknown
563,35,entrepreneur,married,secondary,204,yes,no,unknown
564,47,technician,married,secondary,83,yes,no,unknown
565,59,services,divorced,secondary,0,yes,yes,unknown
566,57,blue-collar,married,primary,5431,yes,yes,unknown
567,38,management,married,unknown,1759,yes,no,unknown
568,46,unemployed,married,secondary,-125,yes,no,unknown
569,34,blue-collar,married,secondary,0,no,no,unknown
570,28,services,single,secondary,5090,yes,no,unknown
571,38,technician,married,unknown,573,yes,no,unknown
572,56,blue-collar,married,secondary,1602,yes,no,unknown
573,41,blue-collar,single,primary,-137,yes,yes,unknown
574,52,technician,married,unknown,0,no,no,unknown
575,54,services,married,secondary,193,no,no,unknown
576,61,retired,married,secondary,195,yes,yes,unknown
577,53,entrepreneur,married,secondary,288,no,no,unknown
578,47,technician,married,secondary,19,yes,no,unknown
579,53,blue-collar,married,primary,25,yes,no,unknown
580,46,services,married,secondary,216,yes,no,unknown
581,39,blue-collar,divorced,primary,190,yes,yes,unknown
582,56,technician,divorced,secondary,99,yes,no,unknown
583,55,services,divorced,primary,2298,yes,no,unknown
584,44,management,married,tertiary,17,yes,no,unknown
585,37,technician,married,primary,0,yes,no,unknown
586,35,blue-collar,married,primary,0,yes,no,unknown
587,55,blue-collar,married,secondary,840,yes,no,unknown
588,37,services,married,secondary,358,yes,no,unknown
589,30,technician,single,secondary,0,yes,no,unknown
590,37,blue-collar,married,primary,-325,yes,yes,unknown
591,36,technician,single,secondary,-15,yes,no,unknown
592,38,technician,married,secondary,581,yes,no,unknown
593,41,admin.,divorced,primary,4070,yes,no,unknown
594,48,retired,married,secondary,74,no,yes,unknown
595,55,services,divorced,secondary,141,yes,no,unknown
596,28,services,divorced,secondary,89,no,no,unknown
597,54,services,married,secondary,0,yes,no,unknown
598,30,blue-collar,married,secondary,450,no,no,unknown
599,48,technician,married,tertiary,310,no,no,unknown
600,31,self-employed,married,secondary,0,yes,no,unknown
601,38,blue-collar,married,secondary,384,yes,no,unknown
602,37,blue-collar,married,secondary,395,yes,no,unknown
603,37,services,single,unknown,-118,yes,no,unknown
604,56,blue-collar,married,primary,5,yes,yes,unknown
605,51,blue-collar,married,secondary,50,yes,yes,unknown
606,39,blue-collar,married,secondary,285,yes,yes,unknown
607,49,technician,married,unknown,15,no,no,unknown
608,51,blue-collar,married,primary,653,yes,yes,unknown
609,43,self-employed,married,secondary,918,yes,no,unknown
610,32,services,married,secondary,243,yes,yes,unknown
611,29,technician,single,tertiary,405,yes,no,unknown
612,48,management,divorced,tertiary,1328,yes,no,unknown
613,55,services,married,primary,255,yes,no,unknown
614,53,blue-collar,married,secondary,3397,yes,no,unknown
615,47,technician,married,unknown,2106,yes,no,unknown
616,39,management,married,tertiary,2877,yes,no,unknown
617,31,blue-collar,single,tertiary,60,yes,yes,unknown
618,39,blue-collar,married,primary,2226,yes,no,unknown
619,40,blue-collar,married,primary,2880,yes,no,unknown
620,40,technician,single,unknown,-5,yes,no,unknown
621,48,technician,married,secondary,147,no,no,unknown
622,33,technician,divorced,secondary,7,yes,yes,unknown
623,40,technician,married,secondary,109,yes,no,unknown
624,59,retired,married,primary,-119,yes,no,unknown
625,30,technician,married,secondary,484,yes,no,unknown
626,31,management,single,tertiary,1852,yes,no,unknown
627,35,unemployed,married,secondary,533,yes,no,unknown
628,54,technician,divorced,secondary,21,yes,no,unknown
629,34,admin.,single,unknown,2434,yes,no,unknown
630,32,technician,married,secondary,90,yes,yes,unknown
631,56,admin.,divorced,unknown,4246,yes,no,unknown
632,32,admin.,single,tertiary,395,yes,no,unknown
633,42,blue-collar,married,primary,15,yes,no,unknown
634,33,services,married,tertiary,85,no,no,unknown
635,52,entrepreneur,married,tertiary,-184,yes,yes,unknown
636,52,services,married,secondary,660,no,no,unknown
637,52,blue-collar,divorced,primary,-183,yes,no,unknown
638,30,unemployed,divorced,secondary,1144,yes,no,unknown
639,44,services,divorced,secondary,1,yes,no,unknown
640,35,admin.,married,secondary,69,yes,yes,unknown
641,55,management,single,secondary,220,yes,no,unknown
642,33,blue-collar,married,primary,332,yes,no,unknown
643,37,blue-collar,single,secondary,240,yes,no,unknown
644,42,technician,single,secondary,0,yes,no,unknown
645,43,unemployed,married,secondary,0,yes,no,unknown
646,38,entrepreneur,married,tertiary,898,yes,no,unknown
647,37,technician,married,secondary,123,yes,yes,unknown
648,31,student,single,secondary,252,yes,no,unknown
649,41,management,married,tertiary,65,yes,no,unknown
650,41,technician,married,secondary,-366,yes,yes,unknown
651,29,student,single,secondary,209,yes,no,unknown
652,38,admin.,single,secondary,221,yes,no,unknown
653,44,self-employed,divorced,tertiary,4,yes,no,unknown
654,39,admin.,married,secondary,104,yes,no,unknown
655,28,technician,single,secondary,312,yes,no,unknown
656,33,blue-collar,married,secondary,-349,yes,no,unknown
657,41,services,married,unknown,4,no,no,unknown
658,40,blue-collar,married,primary,-322,yes,yes,unknown
659,29,admin.,married,secondary,-150,yes,no,unknown
660,38,management,married,unknown,1349,yes,no,unknown
661,32,admin.,married,tertiary,281,yes,no,unknown
662,45,services,married,secondary,1259,yes,no,unknown
663,33,admin.,single,secondary,101,yes,no,unknown
664,34,blue-collar,married,secondary,848,yes,no,unknown
665,41,entrepreneur,married,unknown,89,yes,no,unknown
666,41,blue-collar,married,secondary,140,yes,no,unknown
667,35,admin.,single,secondary,148,yes,no,unknown
668,40,technician,single,secondary,200,yes,no,unknown
669,60,self-employed,married,primary,46,yes,no,unknown
670,47,services,divorced,secondary,201,yes,no,unknown
671,46,blue-collar,married,primary,530,yes,no,unknown
672,31,blue-collar,single,secondary,0,yes,no,unknown
673,49,self-employed,married,secondary,1,yes,no,unknown
674,29,blue-collar,married,secondary,43,yes,no,unknown
675,31,management,single,tertiary,-173,yes,no,unknown
676,38,management,married,tertiary,389,yes,no,unknown
677,37,blue-collar,married,primary,215,yes,yes,unknown
678,35,technician,married,secondary,-131,yes,no,unknown
679,31,management,single,secondary,783,yes,no,unknown
680,41,admin.,married,secondary,0,yes,no,unknown
681,46,services,married,unknown,80,yes,no,unknown
682,40,services,divorced,secondary,105,yes,no,unknown
683,29,admin.,married,secondary,182,yes,yes,unknown
684,49,admin.,married,secondary,82,yes,no,unknown
685,42,management,married,tertiary,0,yes,no,unknown
686,54,services,married,secondary,510,yes,no,unknown
687,40,management,single,tertiary,242,yes,no,unknown
688,53,admin.,married,secondary,244,yes,yes,unknown
689,49,management,married,tertiary,92,yes,no,unknown
690,40,blue-collar,married,primary,0,yes,no,unknown
691,29,student,single,secondary,948,yes,no,unknown
692,36,blue-collar,married,primary,23,yes,no,unknown
693,37,technician,married,secondary,710,yes,no,unknown
694,39,services,married,secondary,1205,yes,no,unknown
695,36,technician,married,secondary,368,yes,yes,unknown
696,44,entrepreneur,married,tertiary,1631,yes,no,unknown
697,40,admin.,married,secondary,6,yes,no,unknown
698,49,blue-collar,married,secondary,26,yes,no,unknown
699,30,technician,single,unknown,-48,yes,no,unknown
700,57,management,married,tertiary,2142,yes,no,unknown
701,24,services,single,secondary,77,yes,yes,unknown
702,46,blue-collar,married,unknown,401,yes,no,unknown
703,33,admin.,married,secondary,21,no,no,unknown
704,43,services,divorced,secondary,0,yes,no,unknown
705,43,admin.,single,secondary,-497,yes,no,unknown
706,40,blue-collar,divorced,primary,369,no,no,unknown
707,44,technician,single,unknown,78,yes,no,unknown
708,35,technician,single,tertiary,226,yes,yes,unknown
709,47,technician,married,secondary,503,yes,no,unknown
710,33,blue-collar,married,secondary,372,yes,no,unknown
711,31,admin.,married,secondary,0,yes,yes,unknown
712,40,blue-collar,divorced,secondary,0,yes,no,unknown
713,36,entrepreneur,married,tertiary,125,yes,no,unknown
714,56,retired,divorced,primary,4,yes,no,unknown
715,40,admin.,single,unknown,419,yes,no,unknown
716,41,admin.,divorced,secondary,322,yes,no,unknown
717,53,retired,married,secondary,303,yes,no,unknown
718,39,blue-collar,married,secondary,607,yes,no,unknown
719,44,blue-collar,divorced,secondary,579,yes,no,unknown
720,38,admin.,married,secondary,3047,yes,no,unknown
721,54,technician,divorced,secondary,83,yes,no,unknown
722,58,management,married,tertiary,68,yes,no,unknown
723,52,blue-collar,married,primary,58,yes,no,unknown
724,28,admin.,single,secondary,251,yes,no,unknown
725,36,blue-collar,married,secondary,688,yes,no,unknown
726,60,retired,married,primary,364,yes,no,unknown
727,42,services,divorced,secondary,55,yes,no,unknown
728,42,admin.,married,secondary,101,yes,no,unknown
729,44,management,married,tertiary,105,yes,no,unknown
730,51,blue-collar,divorced,primary,325,yes,no,unknown
731,49,blue-collar,married,primary,198,yes,no,unknown
732,47,entrepreneur,married,unknown,209,yes,no,unknown
733,37,blue-collar,married,secondary,183,yes,no,unknown
734,34,management,married,tertiary,105,yes,no,unknown
735,35,services,married,secondary,109,yes,no,unknown
736,35,blue-collar,single,secondary,376,yes,yes,unknown
737,40,blue-collar,married,primary,-7,yes,no,unknown
738,55,technician,married,secondary,0,no,no,unknown
739,55,retired,married,secondary,143,yes,no,unknown
740,35,management,single,tertiary,550,yes,no,unknown
741,57,blue-collar,married,primary,162,yes,no,unknown
742,53,management,married,tertiary,115,yes,no,unknown
743,41,blue-collar,married,primary,512,yes,no,unknown
744,57,blue-collar,married,unknown,807,yes,no,unknown
745,45,blue-collar,married,unknown,248,yes,no,unknown
746,43,blue-collar,married,primary,1211,yes,no,unknown
747,56,self-employed,married,unknown,7,no,no,unknown
748,31,entrepreneur,married,tertiary,281,yes,no,unknown
749,37,blue-collar,single,secondary,88,yes,no,unknown
750,30,management,married,tertiary,32,yes,no,unknown
751,30,admin.,single,secondary,115,yes,no,unknown
752,54,blue-collar,married,secondary,254,yes,no,unknown
753,36,management,married,tertiary,144,yes,no,unknown
754,55,unemployed,married,tertiary,383,no,no,unknown
755,37,admin.,single,secondary,569,yes,yes,unknown
756,38,housemaid,married,secondary,0,yes,no,unknown
757,48,admin.,married,secondary,3754,yes,no,unknown
758,55,housemaid,divorced,tertiary,6920,yes,no,unknown
759,59,services,married,secondary,307,yes,yes,unknown
760,37,technician,married,secondary,-421,yes,no,unknown
761,33,blue-collar,divorced,secondary,60,no,no,unknown
762,44,blue-collar,married,primary,67,yes,no,unknown
763,57,technician,married,secondary,402,yes,no,unknown
764,30,self-employed,single,tertiary,800,no,no,unknown
765,42,technician,married,tertiary,239,yes,yes,unknown
766,51,blue-collar,divorced,secondary,421,yes,no,unknown
767,44,admin.,divorced,secondary,161,yes,no,unknown
768,46,technician,married,secondary,289,no,no,unknown
769,29,student,single,secondary,110,yes,no,unknown
770,39,blue-collar,married,primary,245,yes,no,unknown
771,42,services,married,secondary,0,yes,no,unknown
772,50,blue-collar,married,primary,156,yes,no,unknown
773,42,technician,single,secondary,0,yes,no,unknown
774,39,admin.,married,secondary,20,yes,no,unknown
775,55,technician,single,tertiary,92,yes,no,unknown
776,46,services,married,secondary,89,yes,no,unknown
777,42,blue-collar,married,secondary,166,yes,no,unknown
778,45,management,married,tertiary,103,yes,no,unknown
779,43,blue-collar,married,primary,-454,yes,no,unknown
780,42,admin.,married,secondary,445,yes,no,unknown
781,30,admin.,married,secondary,4,no,no,unknown
782,47,blue-collar,married,secondary,1001,yes,no,unknown
783,51,services,divorced,secondary,-69,yes,no,unknown
784,38,technician,single,secondary,42,yes,no,unknown
785,57,technician,married,unknown,1617,yes,no,unknown
786,42,management,divorced,tertiary,221,yes,no,unknown
787,32,technician,divorced,secondary,210,yes,yes,unknown
788,46,management,married,tertiary,0,no,no,unknown
789,29,student,single,tertiary,185,yes,no,unknown
790,59,retired,married,secondary,836,yes,no,unknown
791,32,blue-collar,single,secondary,301,yes,no,unknown
792,44,blue-collar,married,primary,503,yes,no,unknown
793,40,retired,married,primary,407,yes,no,unknown
794,31,blue-collar,single,secondary,53,yes,no,unknown
795,46,self-employed,married,tertiary,2303,yes,no,unknown
796,43,management,married,tertiary,144,yes,no,unknown
797,34,services,married,secondary,205,yes,no,unknown
798,39,management,married,tertiary,305,yes,no,unknown
799,30,blue-collar,divorced,secondary,251,yes,yes,unknown
800,56,retired,married,secondary,0,yes,no,unknown
801,29,technician,married,secondary,8,no,no,unknown
802,40,blue-collar,divorced,secondary,139,yes,no,unknown
803,36,services,married,secondary,184,yes,no,unknown
804,37,blue-collar,single,secondary,238,yes,no,unknown
805,35,admin.,married,secondary,0,no,no,unknown
806,35,blue-collar,married,primary,0,yes,no,unknown
807,47,services,married,primary,222,yes,no,unknown
808,31,services,married,secondary,414,yes,no,unknown
809,56,retired,single,primary,223,yes,no,unknown
810,57,technician,married,secondary,197,no,no,unknown
811,36,blue-collar,married,secondary,-251,yes,no,unknown
812,45,self-employed,divorced,secondary,-139,yes,no,unknown
813,47,blue-collar,married,unknown,733,yes,no,unknown
814,29,technician,single,tertiary,0,yes,no,unknown
815,57,services,married,secondary,1,no,no,unknown
816,45,blue-collar,married,primary,97,yes,no,unknown
817,31,blue-collar,single,primary,435,yes,no,unknown
818,31,management,divorced,tertiary,0,yes,no,unknown
819,37,technician,single,tertiary,147,no,no,unknown
820,30,technician,single,tertiary,3,yes,no,unknown
821,58,services,divorced,secondary,1109,yes,yes,unknown
822,33,services,married,secondary,404,yes,no,unknown
823,39,blue-collar,married,primary,981,yes,no,unknown
824,33,blue-collar,single,primary,95,yes,no,unknown
825,34,services,married,secondary,302,yes,no,unknown
826,36,services,divorced,secondary,-290,yes,yes,unknown
827,37,services,single,secondary,259,yes,no,unknown
828,35,blue-collar,married,secondary,527,yes,yes,unknown
829,55,retired,married,secondary,102,yes,no,unknown
830,34,management,single,tertiary,872,yes,no,unknown
831,40,management,divorced,tertiary,490,yes,no,unknown
832,42,blue-collar,single,primary,19,yes,no,unknown
833,37,blue-collar,married,secondary,16,yes,no,unknown
834,42,management,married,tertiary,386,yes,no,unknown
835,35,technician,single,secondary,539,yes,no,unknown
836,44,technician,divorced,secondary,-329,yes,no,unknown
837,30,services,single,secondary,-174,yes,no,unknown
838,45,entrepreneur,married,secondary,68,yes,no,unknown
839,35,blue-collar,single,unknown,-532,yes,no,unknown
840,36,admin.,divorced,secondary,0,yes,no,unknown
841,49,blue-collar,married,secondary,64,yes,no,unknown
842,31,blue-collar,single,secondary,1415,yes,no,unknown
843,31,technician,single,secondary,147,yes,no,unknown
844,39,blue-collar,married,secondary,72,yes,no,unknown
845,37,services,single,secondary,-196,yes,no,unknown
